ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,Field1,Field3,Field2,MYKEY,SIT,STATE
122016,2,12,16,1,23,8,2,7,6,6,7,4,4,3,0,0,0,1,0,0,0,0,0,2,1,3,2,1,1,5,2,1,1,0,0,guilt,4,3,1220167,I felt guilty last year during the winter term exams. A colleague 谩 of mine asked me to give him my lecture notes (I had very good 谩 notes and I had passed my exam in advance) but I still don't know 谩 why I didn't give them to him. That colleague failed and he was 谩 on the verge of not passing it at the supplementary examinations.,1
122017,2,12,17,2,20,8,2,7,7,6,1,4,4,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,3,0,3,2,0,0,joy,4,2,1220171,When I was admitted to the Institute. I had problems with many 谩 people about my applying for this institute and I decided to 谩 prove that one can pass excellently without visiting any 谩 preparatory couse. That is - I proved what I could do on my own.,1
122017,2,12,17,2,20,8,2,7,7,6,2,4,3,4,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,fear,3,4,1220172,Once as a child I dreamed of a fire. Since that time I hadn't 谩 wanted to sleep in that bed and had feared the night darkness 谩 (and so it is now).,1
122017,2,12,17,2,20,8,2,7,7,6,3,3,4,4,4,2,2,1,1,0,0,0,0,1,2,3,2,3,3,5,3,3,3,2,2,anger,4,4,1220173,A chief was unjustly punished on an autumn brigade and the one 谩 who was really guilty kept silent. I stepped in front and told 谩 the truth. The guilty chief called me in after the roll-call and 谩 threatened me.,1
122017,2,12,17,2,20,8,2,7,7,6,4,4,4,3,1,1,1,2,1,1,1,0,0,3,3,3,2,0,4,4,0,0,2,2,2,sadness,4,3,1220174,Years ago I fell in love for the first time. as natural for every 谩 school-girl I was day-dreaming. Later (after 3 years) we left 谩 each other. No one was to blame but I felt deep sadness. Even now 谩 I remember about it quite often.,1
122017,2,12,17,2,20,8,2,7,7,6,5,4,4,3,4,1,2,3,0,1,0,0,2,2,1,3,3,3,3,5,0,3,3,2,1,disgust,4,3,1220175,"It was at a comsomol(??) meeting, the last one because we were to 谩 graduate. The way one of my fellow-students behaved made me feel 谩 disgusted.",1
122017,2,12,17,2,20,8,2,7,7,6,6,4,4,3,0,0,0,0,0,0,0,0,0,1,0,3,2,3,1,1,0,1,2,0,0,shame,4,3,1220176,"I was at a children's camp abroad. The people (the leaders, my 谩 coevals) were very king to us. One night we smeared our foreign 谩 friends with tooth-paste while they were sleeping and then we 谩 roused the whole camp by our shouts. Later I was so sorry. I 谩 didn't utter a word for two days, then I went to apologize.",1
122018,2,12,18,2,20,7,2,7,7,6,1,4,4,3,0,0,1,1,0,0,1,0,0,2,2,1,1,1,1,4,1,3,2,2,1,joy,4,3,1220181,When I learned I was admitted to study what I wanted most - 谩 floriculture (this is a narrow specialization from the general 谩 one).,1
122018,2,12,18,2,20,7,2,7,7,6,2,3,3,4,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,1,0,0,1,0,0,fear,3,4,1220182,I was walking on the pavement when a white car rolled on it and 谩 directed towards me. I was quite near the house wall when it 谩 rolled by and hit me.,1
122018,2,12,18,2,20,7,2,7,7,6,3,4,4,4,1,0,1,1,0,0,0,0,1,2,1,3,3,3,3,5,3,0,1,2,0,anger,4,4,1220183,My grandmother's brother had taken active part in the resistance 谩 movement. He had been in prison many times and there he lost his 谩 health. He became an invalid. When we phoned to First Aid the 谩 nurse on duty behaved quite unkindly when she understood how old 谩 he was (79).,1
122018,2,12,18,2,20,7,2,7,7,6,4,1,4,3,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,4,0,3,3,2,0,sadness,4,3,1220184,My boyfriend is a soldier. He was on a leave. I felt sad when we 谩 had to get separated again.,1
122018,2,12,18,2,20,7,2,7,7,6,5,4,4,2,0,1,0,1,0,0,0,0,0,2,1,3,0,3,2,1,3,0,1,0,1,disgust,4,2,1220185,I felt disgusted about a teacher who had rejected all that was 谩 human in her. She refused to accept the flowers we gave her for 谩 the eighth of March and asked for a foreign parfume instead.,1
122018,2,12,18,2,20,7,2,7,7,6,6,3,4,3,1,0,1,2,0,0,0,0,0,3,1,3,2,1,1,1,0,1,2,0,0,shame,4,3,1220186,I was examined by a teacher I greatly respected. I was well 谩 prepared on the subjects but he put some side-issues to me and I 谩 couldn't answer.,1
122018,2,12,18,2,20,7,2,7,7,6,7,1,3,2,0,0,0,1,0,0,0,0,1,1,1,3,2,2,1,4,2,1,2,0,0,guilt,3,2,1220187,I had undertaken to help my sister for her class work but some 谩 unexpected circumstances prevented me from doing that.,1
122019,2,12,19,2,22,8,2,6,6,6,1,4,3,3,0,0,0,0,1,0,0,0,0,2,3,1,1,1,1,4,1,3,0,1,0,joy,3,3,1220191,"I was very glad when I learned I was a student already. I heard 谩 about it over the phone, I didn't believe it at first.",1
122019,2,12,19,2,22,8,2,6,6,6,2,3,4,2,0,0,0,1,0,0,0,0,0,3,1,3,0,1,0,2,0,0,0,0,0,fear,4,2,1220192,I had worries about a certain illness.,1
122019,2,12,19,2,22,8,2,6,6,6,3,3,4,3,0,0,0,1,0,0,0,0,0,3,1,3,0,2,1,5,3,0,1,2,0,anger,4,3,1220193,"I suffered from a gynaecological illness. I was quite displeased 谩 to hear that my roommates had talked about it and they had 谩 misrepresented the truth. I felt deeply hurt when I learned that 谩 it was done by a \good\"" acquaintance of mine.""",1
122019,2,12,19,2,22,8,2,6,6,6,4,4,4,3,0,1,0,1,0,0,1,0,0,3,2,3,0,1,2,5,0,3,0,0,2,sadness,4,3,1220194,When my first boyfriend left me. I tried not to let him 谩 understand I felt miserable.,1
122019,2,12,19,2,22,8,2,6,6,6,5,3,3,2,0,0,0,1,0,0,0,0,0,3,1,3,2,3,2,5,2,0,1,2,0,disgust,3,2,1220195,I hate hypocrisy. My friend (girl) tried to intrude into my 谩 affairs with my future husband. After that she behaved as if 谩 nothing had happened.,1
122019,2,12,19,2,22,8,2,6,6,6,6,2,3,2,0,0,0,0,1,0,0,0,0,2,0,3,2,2,2,5,0,0,0,0,0,shame,3,2,1220196,"I feel shame when I have made a promise, I can't keep it and this 谩 has negative effects which are caused by my behavior.",1
122019,2,12,19,2,22,8,2,6,6,6,7,3,2,2,0,0,2,1,0,0,0,0,0,1,2,3,3,0,1,2,0,1,2,3,0,guilt,2,2,1220197,I felt it when I came home after the examination session and I 谩 said I had not passed my last exam.,1
122020,2,12,20,2,21,8,2,5,4,6,1,4,4,4,0,0,0,1,0,1,0,0,0,1,2,1,1,1,3,5,3,3,2,1,0,joy,4,4,1220201,I felt glad when I took the rather difficult organic chemistry 谩 examination.,1
122020,2,12,20,2,21,8,2,5,4,6,2,3,4,3,0,0,1,0,0,0,0,0,0,3,3,3,3,1,1,4,0,1,2,0,0,fear,4,3,1220202,This was what I felt when my boyfriend went to Bourgas to study 谩 there. I had the feeling I would lose him. Anyway the distance 谩 Plovdiv-Bourgas seemed to me so great.,1
122020,2,12,20,2,21,8,2,5,4,6,3,3,3,3,2,1,0,0,0,0,0,0,0,1,1,3,3,3,3,4,0,2,1,3,1,anger,3,3,1220203,"I confronted with this feeling at the Institute quite recently, 谩 the pedology lecturer was the cause.",1
122020,2,12,20,2,21,8,2,5,4,6,4,3,4,4,2,2,0,2,0,0,1,0,0,1,1,3,0,0,4,4,0,0,0,1,3,sadness,4,4,1220204,This feeling was quite deep when my friend (girl) died in a car 谩 accident.,1
122020,2,12,20,2,21,8,2,5,4,6,5,3,4,4,1,1,1,1,0,0,0,0,0,1,1,3,0,3,3,2,0,0,1,1,1,disgust,4,4,1220205,I am disgusted with the behavior of a car driver whose car would 谩 run over me and my friends during our autumn brigade.,1
122020,2,12,20,2,21,8,2,5,4,6,6,4,4,3,2,1,0,1,1,0,1,0,0,2,1,3,3,2,3,1,2,1,1,0,2,shame,4,3,1220206,I felt shame when I discontinued my education for eight months. ,1
122020,2,12,20,2,21,8,2,5,4,6,7,4,4,2,1,0,2,1,0,0,1,0,0,1,3,3,2,3,0,5,2,1,2,2,1,guilt,4,2,1220207,"The sense of guilt came over me too, when I interrupted my 谩 studies. Why ? Because I felt guilty before my parents ! They 谩 believed in me though this event did not make them disbelieve me.",1
122021,2,12,21,1,25,8,2,6,6,6,1,4,4,3,2,0,1,1,0,1,0,0,1,3,2,1,1,1,1,1,1,3,3,0,0,joy,4,3,1220211,"I sensed a strong feeling of joy when in the plant, at my working 谩 place, I got a message that I was admitted as full time student at 谩 the Higher Agricultural Institute.",1
122021,2,12,21,1,25,8,2,6,6,6,2,4,4,3,1,0,0,0,0,0,0,0,0,2,2,3,0,1,4,4,2,2,2,0,0,fear,4,3,1220212,Fear when fulfilling my obligations on my first night fatigue 谩 duty as a soldier.,1
122021,2,12,21,1,25,8,2,6,6,6,3,4,3,2,3,0,2,0,0,0,0,0,0,2,1,3,2,2,3,2,3,3,2,0,0,anger,3,2,1220213,When on a car journey a fellow student crossed our way with his 谩 own car and we had to bump into a roadside trunk.,1
122021,2,12,21,1,25,8,2,6,6,6,4,4,4,4,1,1,0,1,0,0,1,0,1,3,1,3,2,3,4,4,1,0,2,0,2,sadness,4,4,1220214,The loss of a close relative who was ill with cancer.,1
122021,2,12,21,1,25,8,2,6,6,6,5,3,4,2,2,0,0,1,0,0,0,0,1,2,1,3,2,3,4,5,3,2,2,3,0,disgust,4,2,1220215,I am disgusted with a nieghbour who is looking for all sorts of 谩 quarrel with my parents and me. He feels we are hampering his 谩 living close to us. This has been going on for quite a long time.,1
122021,2,12,21,1,25,8,2,6,6,6,6,2,4,3,2,0,2,0,0,0,0,0,1,3,1,3,0,3,1,5,3,1,2,0,0,shame,4,3,1220216,Some time ago I promised to meet an acquaintance of mine and to 谩 carry him some promised papers. I haven't done it until this day. 谩 Now I feel quite awkward when I meet him.,1
122021,2,12,21,1,25,8,2,6,6,6,7,3,4,4,2,1,2,1,0,0,0,0,2,3,2,3,3,2,4,1,2,1,1,0,1,guilt,4,4,1220217,A sense of guilt before my parents when I had to discountinue my 谩 studies in the first year because of unpassed exams.,1
122022,2,12,22,2,21,8,2,7,7,6,1,3,4,3,0,0,1,1,0,1,0,0,0,2,2,1,1,1,1,3,1,3,3,0,0,joy,4,3,1220221,After a difficult exam. When I had not hoped to take it and had 谩 got a high mark. When you present someone with something and he 谩 feels glad.,1
122022,2,12,22,2,21,8,2,7,7,6,2,4,4,3,0,0,0,0,1,0,0,0,0,3,2,3,2,1,0,5,2,2,2,2,0,fear,4,3,1220222,Fear from the unknown. I felt fear when I sat for the entrance 谩 examinations.,1
122022,2,12,22,2,21,8,2,7,7,6,3,1,3,3,0,0,1,0,1,0,0,0,0,1,0,3,0,1,0,5,3,0,2,0,0,anger,3,3,1220223,I feel angry at people's indifference at our ability to be 谩 present at an event and to stay partial to what happens.,1
122022,2,12,22,2,21,8,2,7,7,6,4,1,1,2,0,0,1,1,0,1,0,0,0,2,0,1,2,1,0,4,1,2,0,0,0,sadness,1,2,1220224,"When you are far away from relatives and friends. I feel sad for 谩 my early years, for the freedom and the carefree years of 谩 childhood.",1
122022,2,12,22,2,21,8,2,7,7,6,5,2,4,3,0,0,0,0,1,0,0,0,0,1,0,3,2,1,2,5,3,2,1,2,0,disgust,4,3,1220225,"I feel disgusted with the bootlickers, with helpless people.",1
122022,2,12,22,2,21,8,2,7,7,6,6,3,4,2,0,0,2,0,1,0,0,0,0,3,0,0,3,2,1,2,2,1,0,0,0,shame,4,2,1220226,I feel ashamed when I act dishonestly toward somebody.,1
122022,2,12,22,2,21,8,2,7,7,6,7,3,4,3,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,4,0,1,2,2,1,guilt,4,3,1220227,I didn't visit a very close friend at the hospital and some days 谩 later he died.,1
122023,2,12,23,2,24,8,2,7,7,6,1,3,1,3,1,0,0,0,0,0,0,0,0,1,3,3,1,0,1,5,0,3,2,0,0,joy,1,3,1220231,"I was sitting for an exam in biochemistry, I was very excited 谩 because it was a supplementary examination. I passed the exam 谩 very well and was glad because I recovered my selfconfidence.",1
122023,2,12,23,2,24,8,2,7,7,6,2,3,3,4,1,1,2,0,0,0,0,0,0,1,1,3,1,0,1,1,0,2,2,0,1,fear,3,4,1220232,"Students fear many things but we seem to fear the examinations 谩 most of all. I remember I was horror stricken before my 谩 microbiology exam, because it was a decisive one.",1
122023,2,12,23,2,24,8,2,7,7,6,3,2,4,3,0,0,0,0,0,0,0,0,0,1,3,1,0,3,2,3,1,2,2,3,0,anger,4,3,1220233,It was necessary to organise a competition in connection with a 谩 celebration. Everyone was to be present at that event. It turned 谩 out that there was no audience at all because everyone had 谩 pretended to be very intelligent and no one had come. I got 谩 furious.,1
122023,2,12,23,2,24,8,2,7,7,6,4,1,2,2,0,1,0,0,0,0,0,0,0,2,3,1,2,0,0,3,0,0,0,0,1,sadness,2,2,1220234,When I part with my friends I feel always sad for some time. I 谩 can't remember a concrete example now. For example I have just 谩 parted with a friend of mine and I am feeling sad.,1
122023,2,12,23,2,24,8,2,7,7,6,5,3,3,3,0,0,0,0,0,0,0,0,0,1,1,3,2,3,0,4,3,0,2,0,0,disgust,3,3,1220235,"In autumn I had to move to another lodging. My landlords, quite 谩 intelligent people, warned me I had to move in the nearest 谩 future. But I had difficulties in moving my luggage because I 谩 couldn't wait for a car to come. How amazed I was to hear them 谩 threatening me they would throw our my things. And at that my 谩 luggage was well packed and did not stand in their way. I was 谩 quite  disappointed and disgusted.",1
122023,2,12,23,2,24,8,2,7,7,6,6,1,2,2,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,4,2,1,2,0,0,shame,2,2,1220236,"During our last exarcise in agricultural machines we went out in 谩 the yard to examine a row of machines. But we seemed not to have 谩 fulfilled our task well, because when our teacher came and asked 谩 me a question I was unable to answer. I felt awkward because he 谩 didn't deserve it.",1
122023,2,12,23,2,24,8,2,7,7,6,7,3,3,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,4,0,1,2,3,0,guilt,3,3,1220237,I remember about an unpleasant event in relation to my mother. I 谩 felt guilty before her.,1
122024,2,12,24,1,23,8,2,6,1,6,1,3,4,4,0,0,1,1,0,0,0,0,0,2,3,1,1,1,2,4,0,3,0,0,0,joy,4,4,1220241,When I succeded in establishing a contact with a girl (who is now 谩 my girlfriend).,1
122024,2,12,24,1,23,8,2,6,1,6,2,3,3,2,0,0,1,1,0,0,0,0,0,1,2,3,2,1,4,4,1,0,0,2,0,fear,3,2,1220242,I fear before each exam.,1
122024,2,12,24,1,23,8,2,6,1,6,3,3,3,1,1,0,0,1,0,0,0,0,0,1,2,3,1,2,2,5,1,3,1,3,0,anger,3,1,1220243,When my bosom friend tried to lie to me.,1
122024,2,12,24,1,23,8,2,6,1,6,4,4,4,3,0,0,0,0,0,0,0,0,0,2,2,3,2,0,4,5,2,1,1,1,0,sadness,4,3,1220244,When I quarrelled with a very close friend of mine.,1
122024,2,12,24,1,23,8,2,6,1,6,5,1,1,1,0,0,0,1,0,0,0,0,0,1,2,3,0,0,4,4,3,3,0,3,0,disgust,1,1,1220245,When I see the acts and deeds of a blind drunk man.,1
122024,2,12,24,1,23,8,2,6,1,6,6,3,3,3,2,0,2,0,1,0,0,0,0,2,2,3,3,2,1,1,2,3,0,2,0,shame,3,3,1220246,When I wasn't well prepared for a terminal exam and the teacher 谩 tried to give me a three by asking me some very easy questions. I 谩 burned with shame then.,1
122024,2,12,24,1,23,8,2,6,1,6,7,3,4,4,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,2,2,3,2,0,0,guilt,4,4,1220247,When once my mother asked me to do some work for her at home 谩 because she was busy and moreover this work was to be done by a 谩 man. But it remained undone.,1
122025,2,12,25,1,22,8,2,7,7,6,1,3,3,2,0,0,0,1,0,1,0,0,0,1,2,1,2,3,1,5,0,3,3,3,0,joy,3,2,1220251,"I feel joy usually after each taken exam, the last one was in 谩 February.",1
122025,2,12,25,1,22,8,2,7,7,6,2,2,3,2,0,0,0,1,0,1,0,0,0,3,2,1,2,3,2,2,3,2,1,2,0,fear,3,2,1220252,It was not long ago when I and two of friends of mine got quite drunk 谩 and one of them began to rave under the influence of the alcohol. 谩 I felt fear of what could have happened.,1
122025,2,12,25,1,22,8,2,7,7,6,3,3,4,4,0,0,0,0,0,0,0,0,0,1,2,3,3,3,4,2,2,1,1,3,0,anger,4,4,1220253,"I felt anger at my last exam, I felt angry with our teacher, 谩 because he did not rate me objectively and I failed.",1
122025,2,12,25,1,22,8,2,7,7,6,4,2,3,3,0,0,0,0,0,0,0,0,1,3,3,3,2,1,4,3,1,2,3,0,0,sadness,3,3,1220254,"I met a girl some time ago and I cared very much about her but it 谩 happened so that we left each other. I felt some sort of sadness, I think 谩 I can call it so.",1
122025,2,12,25,1,22,8,2,7,7,6,5,3,3,3,2,0,0,0,0,0,0,0,0,1,2,3,0,3,2,4,2,2,1,2,0,disgust,3,3,1220255,I had a very good friend (boy) and I thought I could rely on him 谩 but he behaved badly with a girl who used to trust us completely.,1
122025,2,12,25,1,22,8,2,7,7,6,6,3,3,1,0,0,0,0,0,0,0,0,0,2,3,2,0,2,1,4,2,2,3,2,0,shame,3,1,1220256,Immediately after the New Year holidays I happened to visit a 谩 party where there was a lot of alcohol and I became drunk. On the 谩 next day I felt sort of ashamed when I remembered what I had said 谩 and done on the night before.,1
122025,2,12,25,1,22,8,2,7,7,6,7,3,4,4,0,1,2,1,0,1,0,0,0,0,3,3,3,1,1,2,3,1,1,3,1,guilt,4,4,1220257,Last year I put off an exam for the autumn session without 谩 knowing if there was a supplementary examination session. When I 谩 came home with my exam unpassed I felt guilty before my parents 谩 when I remembered how much they had done for me.,1
122026,2,12,26,1,23,8,2,7,7,6,1,4,3,3,1,0,1,1,0,1,0,0,0,1,2,1,1,1,1,1,1,3,3,1,0,joy,3,3,1220261,When I was admitted to the Higher Institute.,1
122026,2,12,26,1,23,8,2,7,7,6,2,4,4,2,1,0,1,1,0,0,0,0,0,2,1,3,3,1,1,1,1,0,3,0,0,fear,4,2,1220262,I felt fear when I fell down and broke my leg into pieces and I 谩 could not feel it at all.,1
122026,2,12,26,1,23,8,2,7,7,6,3,3,3,3,1,0,1,1,0,0,0,0,0,1,2,3,3,1,3,4,1,0,1,3,0,anger,3,3,1220263,I felt angry when I failed in an exam about which I knew quite a 谩 few things and I did not deserve to be plucked.,1
122026,2,12,26,1,23,8,2,7,7,6,4,4,4,3,0,0,2,0,0,0,0,0,0,3,1,3,0,0,4,1,0,0,0,0,0,sadness,4,3,1220264,When my mother and father were on an excursion in Chechoslovakia 谩 and I was at a student camp and I heard over the radio about the 谩 events that were taking place there.,1
122026,2,12,26,1,23,8,2,7,7,6,5,3,4,3,1,0,1,0,0,0,0,0,0,1,2,3,0,1,2,5,3,3,2,2,0,disgust,4,3,1220265,I felt disgust with alcohol in general when a close friend of 谩 mine got so drunk that he didn't realize what he was doing and it 谩 was quite shameful.,1
122026,2,12,26,1,23,8,2,7,7,6,6,2,3,3,0,0,2,1,0,0,0,0,0,2,2,3,2,1,1,4,2,1,3,0,0,shame,3,3,1220266,I felt ashamed when my parents found out that I had deceived 谩 them.,1
122026,2,12,26,1,23,8,2,7,7,6,7,4,4,2,0,0,2,0,0,0,0,0,0,3,2,3,3,3,1,2,2,3,0,0,0,guilt,4,2,1220267,"I felt guilty when I had taken the car keys and I had an accident 谩 but as my parents did not know who was to blame, they punished my 谩 brother because I had no driving licence and they thought it 谩 impossible that had driven the car.",1
122027,2,12,27,2,22,8,2,7,6,7,1,4,2,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,4,1,3,2,1,0,joy,2,1,1220271,I felt joy when I was admitted to the Higher Agricultural 谩 Institute.,1
122027,2,12,27,2,22,8,2,7,6,7,2,4,4,3,3,0,0,1,0,0,1,0,0,2,1,3,2,2,3,4,3,2,2,0,1,fear,4,3,1220272,I feel fear quite often but this feeling was very strong last 谩 year when my husband was quite unexpectedly sent to the hospital.,1
122027,2,12,27,2,22,8,2,7,6,7,3,3,2,2,0,0,0,1,0,1,0,0,0,1,1,3,2,2,2,4,2,2,2,1,0,anger,2,2,1220273,That was what I felt with a teacher who put down quite unreal 谩 marks.,1
122027,2,12,27,2,22,8,2,7,6,7,4,4,4,3,0,0,0,1,0,0,1,0,0,2,1,3,2,1,3,4,3,2,2,0,1,sadness,4,3,1220274,I felt sad when a friend of mine died and I felt that something 谩 had irrevocably gone away from me.,1
122027,2,12,27,2,22,8,2,7,6,7,5,4,3,2,1,0,0,1,0,0,0,0,0,3,1,3,3,3,0,4,3,2,2,2,0,disgust,3,2,1220275,"I felt disgust with a lady teacher who used to nag, to mock, to 谩 interrupt everyone of my fellow students each time we had a class 谩 with her in our first year.",1
122027,2,12,27,2,22,8,2,7,6,7,6,4,3,2,1,1,2,1,0,0,0,0,0,2,2,3,2,3,1,2,2,0,2,0,1,shame,3,2,1220276,That was what I felt when I told my first lie and then was 谩 cought.,1
122027,2,12,27,2,22,8,2,7,6,7,7,3,3,2,0,0,0,1,0,0,1,0,0,2,2,3,3,2,1,1,2,3,2,0,1,guilt,3,2,1220277,I felt guilty when I failed to take an exam though I had had 谩 enough time to read for it but I hadn't made use of it.,1
122028,2,12,28,2,22,8,2,5,6,6,1,3,3,4,0,0,1,0,0,0,0,0,0,2,3,1,1,0,2,4,0,3,3,3,0,joy,3,4,1220281,I was for the first time on a brigade this year. At that time my 谩 sister was to bear a child. I was mad with joy when I opened the 谩 telegram from my parents and learned I had a nephew.,1
122028,2,12,28,2,22,8,2,5,6,6,2,4,4,3,0,0,0,1,0,0,0,0,0,2,1,3,0,0,4,1,0,0,0,0,0,fear,4,3,1220282,It was some years ago when one evening some people came home and 谩 told us my father was badly injured in an accident.,1
122028,2,12,28,2,22,8,2,5,6,6,3,4,3,3,1,0,0,1,0,0,1,0,0,2,1,3,1,2,3,2,0,3,2,3,1,anger,3,3,1220283,"I faced this feeling when I realized I wasn't admitted to the 谩 institute in the first classifying, in spite of the high mark I 谩 had got at the entrance examination.谩 ",1
122028,2,12,28,2,22,8,2,5,6,6,4,1,2,2,0,1,0,1,0,0,0,0,0,2,2,3,0,0,2,3,0,3,3,2,1,sadness,2,2,1220284,Always when I get separated from my friends and relatives from my 谩 home town.,1
122028,2,12,28,2,22,8,2,5,6,6,5,4,4,4,1,0,0,1,0,0,1,0,0,2,2,3,2,2,2,4,2,3,1,0,1,disgust,4,4,1220285,I feel disgust with my first boyfriend who made fun of our love 谩 in an abominable way.,1
122028,2,12,28,2,22,8,2,5,6,6,6,2,3,4,0,1,0,1,0,0,0,0,0,1,2,3,0,3,3,5,3,3,1,3,1,shame,3,4,1220286,I have always felt ashamed for some people's behavior to their 谩 too old parents. I have felt hurt and shy when they have left 谩 them to the mercy of fate.,1
122028,2,12,28,2,22,8,2,5,6,6,7,3,3,3,2,0,0,2,0,0,0,0,0,1,1,3,3,1,3,5,1,3,2,0,0,guilt,3,3,1220287,I feel always guilty before my parents when I come home and have 谩 to tell them I have failed an exam.,1
122029,2,12,29,1,21,8,2,6,6,6,1,4,4,4,0,0,1,1,0,1,0,0,0,1,3,1,1,1,3,4,1,3,3,3,0,joy,4,4,1220291,Naturally when I got myself discharged this was my second 谩 birthday.,1
122029,2,12,29,1,21,8,2,6,6,6,2,4,4,3,1,0,0,0,0,0,0,0,0,1,2,3,3,2,3,5,2,1,2,3,0,fear,4,3,1220292,When I failed my first exam at the Higher Institute.,1
122029,2,12,29,1,21,8,2,6,6,6,3,3,3,3,1,0,0,1,0,0,0,0,0,1,1,3,0,1,2,2,2,3,2,3,0,anger,3,3,1220293,A nuisance used to live in our flat a month ago. I experienced 谩 this feeling when I tried to chase her out.,1
122029,2,12,29,1,21,8,2,6,6,6,4,2,4,4,1,1,0,2,0,0,1,0,0,1,1,3,3,1,4,4,2,1,1,0,2,sadness,4,4,1220294,After my father's death.,1
122029,2,12,29,1,21,8,2,6,6,6,5,3,1,1,0,0,0,1,0,0,0,0,0,1,1,2,0,2,4,4,3,3,0,0,0,disgust,1,1,1220295,With an alcoholic.,1
122029,2,12,29,1,21,8,2,6,6,6,6,3,3,3,1,0,2,1,0,0,0,0,0,2,2,3,0,1,1,3,1,0,2,0,0,shame,3,3,1220296,Once I had dinner at an elegant restaurant and I did not have 谩 enough money to pay the bill. There were a lot of people there 谩 and I felt quite awkward.,1
122029,2,12,29,1,21,8,2,6,6,6,7,4,3,3,0,0,0,1,0,0,0,0,0,1,2,3,0,1,1,2,1,2,2,0,0,guilt,3,3,1220297,Something very unpleasant happened when I was a soldier and I was 谩 directly involved in it.,1
122030,2,12,30,1,20,7,2,7,6,6,1,3,4,4,2,0,2,1,0,1,0,0,0,1,3,1,1,0,0,1,0,0,3,1,0,joy,4,4,1220301,"I felt the greatest burst of joy when after being heavily ill for 谩 a long period, my father came back home.",1
122030,2,12,30,1,20,7,2,7,6,6,2,4,3,4,3,0,2,2,0,0,0,0,1,1,1,3,0,0,4,2,0,1,1,0,0,fear,3,4,1220302,I was terrified during an axcursion in Italy. I was lost and left 谩 alone in this unfamiliar country.,1
122030,2,12,30,1,20,7,2,7,6,6,3,4,2,3,1,0,2,0,1,0,0,1,0,1,2,3,0,3,3,5,0,2,0,3,0,anger,2,3,1220303,I took part in a football match. The referee was extremely 谩 partial to the opposite team. This stirred up my discontent and 谩 anger.,1
122030,2,12,30,1,20,7,2,7,6,6,4,4,4,3,2,0,2,0,1,0,0,0,0,3,1,3,3,2,1,5,0,1,1,0,0,sadness,4,3,1220304,When my first girlfriend an I left each other.,1
122030,2,12,30,1,20,7,2,7,6,6,5,4,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,5,3,2,0,2,0,disgust,1,2,1220305,During a summer holiday at a bar I happened to see a dead to the 谩 world woman.,1
122030,2,12,30,1,20,7,2,7,6,6,6,4,1,3,3,0,2,1,0,0,0,0,0,2,2,1,2,0,0,1,0,2,2,2,0,shame,1,3,1220306,When I first had a sexual intercourse.,1
122030,2,12,30,1,20,7,2,7,6,6,7,4,3,2,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,2,0,1,1,0,0,guilt,3,2,1220307,I remember when I was a little boy I broke a Swiss dinner set 谩 quite involuntarily.,1
122031,2,12,31,2,20,7,1,2,4,6,1,4,4,3,1,0,1,2,0,1,0,0,0,1,3,1,3,0,1,4,0,3,3,2,0,joy,4,3,1220311,When I got a message that I was employed as a nurse at a 谩 kindergarten.,1
122031,2,12,31,2,20,7,1,2,4,6,2,4,1,2,1,1,2,1,0,0,0,0,0,3,2,3,1,2,1,2,1,3,0,0,1,fear,1,2,1220312,When I first sat for an entrance examination.,1
122031,2,12,31,2,20,7,1,2,4,6,3,4,1,3,2,1,0,1,0,0,0,0,0,2,1,3,0,3,0,1,3,3,2,1,1,anger,1,3,1220313,"When a teacher though pretending to be a highly cultivated 谩 teacher and a man, slapped a classmate of mine in the face quite 谩 undeservedly.",1
122031,2,12,31,2,20,7,1,2,4,6,4,4,4,4,0,1,0,2,1,0,1,0,2,3,2,3,0,0,1,1,0,1,0,0,2,sadness,4,4,1220314,When I got separated from my first love.,1
122031,2,12,31,2,20,7,1,2,4,6,5,4,3,4,3,0,2,4,0,0,1,1,1,1,2,3,0,3,2,1,3,1,1,3,1,disgust,3,4,1220315,"Many times, when my father used to come home drunk and maltreated 谩 physically me and my mother.",1
